2025-08-29T00:00:27.190+05:30  INFO 8880 --- [frauddetector] [MessageBroker-8] c.e.demo.service.TransactionProducer     : Transaction sent to topic transactions
2025-08-29T00:00:27.214+05:30  INFO 8880 --- [frauddetector] [pool-2-thread-1] c.e.d.s.TransactionChangeStreamListener  : ? New transaction detected: Document{{_id=68b0a043572404d2ec23ccb6, transactionId=ca8e1551-35c3-4e2d-bcfc-ab292e326d8f, userId=user_7, amount=26.87389780236751, currency=EUR, timestamp=Fri Aug 29 00:00:27 IST 2025, merchant=DUNNES_STORES, category=GROCERY, isFraud=false, embedding=[-0.05615529045462608, 0.03260279446840286, -0.018730930984020233, 0.012564859353005886, -0.05641963705420494, -0.0017886393470689654, 0.12104782462120056, -0.006863324902951717, -0.007621485274285078, -0.09606914967298508, 0.07584050297737122, -0.13998372852802277, 6.050922092981637E-4, -0.0716077983379364, -0.046078525483608246, -0.013170987367630005, -0.004305408336222172, -0.036389026790857315, -0.048663366585969925, -0.058991964906454086, -0.074496328830719, -0.003934585023671389, 0.003970013000071049, 0.022392353042960167, -0.05537767708301544, -0.05765025317668915, -0.003554132767021656, 0.003921770956367254, -0.07149655371904373, -0.017645247280597687, 0.03746241331100464, 0.05704375356435776, 0.06751970201730728, 0.028475573286414146, 0.037583138793706894, -0.04053036868572235, 0.0042312974110245705, 0.014492285437881947, 0.0038701121229678392, 0.0025965047534555197, -0.04432723671197891, -0.10424384474754333, -0.018344596028327942, 0.024112539365887642, -0.011345787905156612, 0.038228992372751236, -0.06184448301792145, 0.026804255321621895, -0.00711178919300437, 0.0771465077996254, -0.024866752326488495, 0.08464500308036804, -0.007990708574652672, -0.02288210764527321, 0.029726296663284302, 0.05083619803190231, -0.0077738151885569096, 0.0884794369339943, -0.014908106997609138, -0.04841532185673714, 0.10277115553617477, -0.024701884016394615, -0.03076089359819889, -0.005822033155709505, -0.03224654123187065, 0.014124628156423569, -0.06846774369478226, -0.04453170672059059, 0.018937699496746063, -0.07259256392717361, -0.018602510914206505, -0.00786062516272068, -0.03899236395955086, 0.018840234726667404, 0.027097634971141815, -0.02330636978149414, -0.048830341547727585, -0.08990376442670822, -9.242348023690283E-4, 0.07895021885633469, -0.09785015136003494, -0.04730843007564545, -0.038254514336586, -0.013761821202933788, -0.07871571183204651, -0.009085753001272678, 0.032121945172548294, -0.0615764781832695, -0.002621936146169901, -0.04558217525482178, 0.11150475591421127, 0.04409365355968475, -0.0037970899138599634, 0.008099359460175037, -0.05844157934188843, 3.2018357887864113E-4, 0.03506762161850929, 0.06805969774723053, -0.05030754581093788, 0.09577109664678574, 0.03799719735980034, 0.059179045259952545, 0.0018845105078071356, 0.036282431334257126, -0.04588780179619789, 0.046440694481134415, 0.004332525655627251, 0.024151982739567757, -0.04567372426390648, -0.0065790340304374695, -0.012142748571932316, -0.04032425954937935, -0.039315301924943924, -0.03443632274866104, 0.09208981692790985, 0.018165884539484978, -0.036067791283130646, 0.0038183561991900206, 0.0681677907705307, -0.00391978258267045, 0.05956032872200012, 0.08628597855567932, -0.04034000262618065, -0.004160737153142691, -0.12992939352989197, -0.012420730665326118, 0.07868574559688568, 3.749125723274435E-33, -0.08517364412546158, 0.021946536377072334, 0.08344247937202454, 0.007514437194913626, 0.004461365751922131, 0.0019695479422807693, -0.0012373734498396516, -0.014150304719805717, -0.03475159779191017, 0.011583875864744186, -0.09275268763303757, 0.039468858391046524, 0.018187103793025017, -0.006728010717779398, -0.01826232299208641, 0.04231748729944229, 0.0364941842854023, 0.0069587272591888905, -0.035172153264284134, 0.018955795094370842, 0.043309640139341354, -0.05613797530531883, -0.032508354634046555, 0.029341353103518486, -0.011974561959505081, 0.050643544644117355, -0.015586859546601772, 0.021587952971458435, 0.1557132452726364, 0.03194083273410797, 0.025946494191884995, -0.024610333144664764, -0.05989878624677658, -0.027815893292427063, -0.04890219867229462, -2.3989795590750873E-4, 0.01773720607161522, -0.025908512994647026, -0.03515634685754776, -0.020305655896663666, 0.0032957387156784534, 0.06016465276479721, 0.06516612321138382, 0.034650128334760666, -0.07270421087741852, -0.002019492443650961, 0.04368074983358383, 0.10285719484090805, 0.01831205189228058, 0.08602307736873627, -0.06549683958292007, -0.029287435114383698, -0.16030891239643097, 0.10028795897960663, 0.017023606225848198, -0.06582305580377579, -0.03684716299176216, -0.017413683235645294, 0.008773690089583397, -0.010881759226322174, 0.06657885760068893, 0.10609368979930878, -0.0398198626935482, -0.05571849271655083, -0.005596875213086605, -0.16279856860637665, -0.04335887357592583, -0.06001048907637596, 0.0034022824838757515, 0.036196377128362656, -8.152786176651716E-4, 0.07838211953639984, 0.1294087916612625, 0.04109026491641998, -8.953474462032318E-4, -0.003236932447180152, -0.022894516587257385, 0.06525067239999771, -0.025182202458381653, 0.039587099105119705, 0.04413712024688721, -0.010729299858212471, -0.049807168543338776, -0.00674222968518734, -0.12328719347715378, 0.08496850728988647, -0.0812508687376976, -0.06664002686738968, 0.022198645398020744, 0.05201976001262665, -0.022484689950942993, 0.003731217933818698, -0.0013730161590501666, -0.013349023647606373, -0.07842215150594711, -6.546334651885043E-33, 0.019646640866994858, -0.03812253102660179, -0.06905405968427658, -0.05092110484838486, 0.05063299462199211, 0.009782815352082253, 0.0736774206161499, -0.028137795627117157, 0.031584542244672775, -0.047269467264413834, -0.0215154979377985, 0.0014553733635693789, 0.08604706078767776, -0.006116250529885292, 0.043845631182193756, 0.058345090597867966, 0.03657999262213707, 0.018343046307563782, -0.033265817910432816, -0.02689220942556858, -0.06073743477463722, 0.024782609194517136, -0.08458554744720459, 0.01991811767220497, -0.045755255967378616, -0.026900697499513626, 0.05060751363635063, 1.741949818097055E-4, -0.020564667880535126, -0.010269258171319962, 0.03339025750756264, -0.05853978544473648, -0.050651099532842636, 0.07072871923446655, -0.08357030898332596, -0.0873388722538948, 8.683849591761827E-4, 0.06140109524130821, -0.016486020758748055, 0.020873358473181725, 0.014691350050270557, 0.028460167348384857, -0.031397003680467606, 0.018506281077861786, 0.030395546928048134, 0.030862703919410706, 0.03530699387192726, -0.08416607975959778, 0.06630723178386688, -0.037315286695957184, 0.033130496740341187, 0.03128042072057724, 0.0026128406170755625, -0.02907225675880909, 0.005850990768522024, 0.07192959636449814, 0.08722250908613205, -0.08167986571788788, 0.0812181830406189, -0.033552128821611404, -0.02744028903543949, 0.05781747028231621, 0.047115784138441086, 0.09570910781621933, 0.04464263468980789, -0.04139119014143944, -0.0821453109383583, -0.011313173919916153, 0.03755646198987961, -0.09456869214773178, 0.04168287292122841, -0.07133158296346664, 0.0336022824048996, -0.06290340423583984, -0.002481601433828473, 0.01024212222546339, -0.018695350736379623, 0.023303182795643806, 0.014005961827933788, -0.018694987520575523, 0.014468761160969734, -0.016027653589844704, 0.09384787082672119, -0.04377011954784393, -0.042926255613565445, -0.08231040090322495, 0.063217394053936, 0.05951797962188721, 8.5645099170506E-4, 0.022809507325291634, -0.028706936165690422, -0.010990618728101254, -0.0815722867846489, -0.08425847440958023, 0.01891656033694744, -2.717172264965484E-8, 4.996156203560531E-4, -0.04868413507938385, -0.009529931470751762, 0.047931086272001266, 0.043942563235759735, 0.019219694659113884, 0.0370466411113739, 0.07422507554292679, -0.013388355262577534, 0.03105776011943817, -0.03134824335575104, 0.03807499632239342, -0.10093964636325836, -0.001368360361084342, 0.03539485111832619, 0.0034981444478034973, 0.0024469199124723673, 0.006180068477988243, 0.006280164234340191, -0.012830927968025208, 0.06302130222320557, 0.029019838199019432, 0.001887548598460853, -0.08071649074554443, -0.013742237351834774, 0.05876542255282402, 0.05182424932718277, 0.109881691634655, -0.05395956337451935, -0.05390800163149834, 0.07024475932121277, 0.04034809023141861, -0.015578375197947025, -0.016746843233704567, 0.07163218408823013, -0.05664893984794617, -0.10128052532672882, 0.05388982221484184, -0.07821840792894363, -0.011565607972443104, -0.10670141130685806, -0.05271010473370552, -0.02421911433339119, -0.002645636210218072, 0.05529344454407692, 0.004649698734283447, 0.03080734610557556, -0.021079203113913536, 0.02833160012960434, -0.011314546689391136, -0.10129865258932114, -0.04725513234734535, 0.11129702627658844, 0.027818329632282257, -0.019721155986189842, -0.02258703112602234, 9.823153959587216E-4, -0.024291755631566048, 0.02860545553267002, -0.031902823597192764, 0.013763862662017345, 0.020601050928235054, -0.022654322907328606, 0.021147580817341805], _class=com.example.demo.model.Transaction}}
2025-08-29T00:00:27.378+05:30  INFO 8880 --- [frauddetector] [pool-2-thread-1] c.e.d.s.TransactionChangeStreamListener  : ? Performing vector search...
2025-08-29T00:00:27.398+05:30  INFO 8880 --- [frauddetector] [pool-2-thread-1] c.e.d.s.TransactionVectorSearchService   : similar transactions of user x
2025-08-29T00:00:27.436+05:30  INFO 8880 --- [frauddetector] [pool-2-thread-1] c.e.d.s.TransactionVectorSearchService   : similar transaction fucniton ran successfully :
2025-08-29T00:00:27.446+05:30  INFO 8880 --- [frauddetector] [pool-2-thread-1] c.e.d.s.TransactionVectorSearchService   : Transaction marked as fraud: ca8e1551-35c3-4e2d-bcfc-ab292e326d8f
2025-08-29T00:00:27.446+05:30  INFO 8880 --- [frauddetector] [pool-2-thread-1] c.e.d.s.TransactionVectorSearchService   : Transaction evaluated for fraud: ca8e1551-35c3-4e2d-bcfc-ab292e326d8f
2025-08-29T00:00:57.183+05:30  INFO 8880 --- [frauddetector] [MessageBroker-8] c.e.demo.service.TransactionProducer     : Transaction sent to topic transactions
2025-08-29T00:00:57.213+05:30  INFO 8880 --- [frauddetector] [pool-2-thread-1] c.e.d.s.TransactionChangeStreamListener  : ? New transaction detected: Document{{_id=68b0a061572404d2ec23ccb7, transactionId=c2ceaae7-c415-4eb9-9a91-0ede9d9e901b, userId=user_8, amount=17.451948332423207, currency=USD, timestamp=Fri Aug 29 00:00:57 IST 2025, merchant=APPLE, category=TECH, isFraud=false, embedding=[-0.04865367338061333, 0.022619297727942467, 0.027849964797496796, -0.036808647215366364, -0.012930454686284065, -0.08201859146356583, 0.1624024361371994, 0.037829041481018066, 0.003223051317036152, 0.011996166780591011, 0.049754440784454346, -0.09075193852186203, 0.0052825817838311195, -0.02451690100133419, -0.06392790377140045, 0.019201645627617836, -0.04526030644774437, -0.08270776271820068, -0.04988190159201622, 0.022947464138269424, 0.039018794894218445, 0.011762685142457485, -0.03871535137295723, -0.008929661475121975, 0.03799310326576233, -0.046964406967163086, 0.024807408452033997, 0.004146047867834568, -0.0705484002828598, 0.01776622049510479, -0.02965771034359932, 0.05003691837191582, 0.058144710958004, 0.021358808502554893, 0.08191115409135818, -0.030293390154838562, 0.006358489394187927, -0.02014952152967453, -0.018505632877349854, -0.02461264654994011, -0.05769498646259308, -0.01037785317748785, 0.020364882424473763, 0.11452226340770721, 0.011186497285962105, 0.03470515087246895, -0.03744407370686531, -0.010720742866396904, 0.05255621299147606, 0.09428825229406357, -0.03164197504520416, 0.05388397350907326, -0.027992665767669678, 0.01675860583782196, 0.05394193157553673, 0.014153627678751945, 0.04322262853384018, 0.024861201643943787, 0.07430317997932434, -0.0041454560123384, 0.09344954788684845, -0.07457825541496277, -0.03970332071185112, -0.014247668907046318, 0.041728001087903976, -0.08770465850830078, -0.08575589954853058, -0.1016593873500824, -0.024328099563717842, -0.056537527590990067, 0.056410059332847595, 0.02594132162630558, 0.001497334218584001, 0.005508072208613157, 0.01655292510986328, -0.038304369896650314, 0.002427574945613742, -0.05438609421253204, 0.05011362582445145, 0.014218570664525032, -0.023364368826150894, -0.0011958013055846095, -0.017683887854218483, 0.003111583646386862, -0.020855672657489777, -0.013577384874224663, -0.004498234484344721, -0.0018650509882718325, -0.025565117597579956, 0.025411123409867287, 0.057509228587150574, 0.05158393085002899, 0.0428827740252018, -0.028860749676823616, -0.07178147882223129, 0.01883646287024021, 0.03943910077214241, -0.023370716720819473, -0.128855362534523, 0.09221892058849335, 0.047370824962854385, 0.03301861509680748, 0.007878773845732212, 0.05316941440105438, -0.023420073091983795, -0.009387701749801636, -0.03886708617210388, 0.06250392645597458, -0.002606746042147279, 0.06845511496067047, 0.020444152876734734, -0.04065631330013275, -0.1359749585390091, 0.01824287325143814, 0.07971769571304321, 0.028404315933585167, -0.042043812572956085, 0.08997390419244766, 0.07166431099176407, 0.0061088306829333305, 0.044842757284641266, 0.06421754509210587, -0.07154488563537598, -0.03665847331285477, -0.18378108739852905, -0.08623382449150085, 0.017757335677742958, -3.088964514268288E-34, -0.032716844230890274, 0.0350257083773613, -0.0183574166148901, -0.0071045588701963425, -0.03940781205892563, -0.01972341351211071, -0.0337088406085968, 0.013545162975788116, -0.03238794952630997, 8.159299613907933E-4, -0.05435370281338692, 0.01630081608891487, -0.008223088458180428, 0.04915071651339531, 0.012823794037103653, -0.05187932029366493, 0.04303912818431854, -0.009131045080721378, 0.004253741819411516, 0.027934303507208824, 0.03640986606478691, -0.03941194340586662, -0.04142608121037483, -0.009512225165963173, -0.011552760377526283, 0.048355817794799805, -0.02850309945642948, -0.0031757287215441465, 0.13637402653694153, 0.020102715119719505, -0.029244009405374527, 0.009851159527897835, -0.04773055016994476, -0.07485003769397736, 0.0258161723613739, -0.010729942470788956, 0.0427168533205986, -0.034743133932352066, -0.03438282385468483, 0.012714932672679424, -0.029417745769023895, 0.017933888360857964, 0.0023106192238628864, -0.02453315444290638, 0.05530741065740585, -0.02255319431424141, 0.049518849700689316, 0.035751182585954666, 0.06996127218008041, 0.09811242669820786, -0.15764018893241882, 0.005873405374586582, -0.02934432402253151, -0.06824714690446854, -0.06369028240442276, -0.06149613484740257, 0.021545380353927612, -0.02549230493605137, -0.033775217831134796, -0.035597022622823715, -2.663455961737782E-4, 0.07107731699943542, 0.00317104603163898, -0.05805879458785057, -0.08595472574234009, -0.047988347709178925, 0.007289575412869453, -0.07599817216396332, 0.011243964545428753, 0.04857111722230911, -0.08550334721803665, 0.028154335916042328, 0.0620073564350605, 0.021951109170913696, -0.09145970642566681, -0.034725796431303024, -0.017539132386446, 0.014833910390734673, -0.08359208703041077, 0.02112337201833725, -0.058532994240522385, 0.00664499681442976, -0.07117287814617157, 0.029087407514452934, -0.046903301030397415, 0.13508838415145874, -0.038603879511356354, 0.007819806225597858, 0.0210619755089283, 0.07072988897562027, -0.05151837691664696, -0.02548523247241974, -0.010896570980548859, 0.014566395431756973, -0.1412196010351181, -4.047865490250426E-33, -0.0417616032063961, -0.04736808314919472, -0.06577260047197342, -0.06318563222885132, 0.014232942834496498, -0.020918777212500572, 0.05102485790848732, 0.08331939578056335, -0.029718855395913124, -0.008238932117819786, 0.03430546075105667, -0.015457022935152054, 0.05398397892713547, -0.0544128380715847, 0.030135363340377808, 0.04519816115498543, -0.07229781895875931, 0.0018439790001139045, -0.05693177133798599, -0.022981740534305573, -0.02738928236067295, 0.06594154238700867, -0.02769196406006813, 0.04470653086900711, -0.017422374337911606, -0.06303800642490387, 0.07281914353370667, 0.008086815476417542, 0.05239933356642723, -0.016902761533856392, 0.050035279244184494, -0.07948616147041321, -0.08388793468475342, 0.06837049126625061, -0.011553623713552952, -0.033565737307071686, 0.019224366173148155, 0.04614437744021416, 0.01140458695590496, 0.03183850646018982, 0.04498082771897316, 0.06965886801481247, 0.00776078412309289, 0.05427377671003342, -0.028353150933980942, 0.05985526740550995, 0.028614195063710213, -0.013443437404930592, -0.01378096453845501, -0.021986475214362144, 0.03801892697811127, -0.02410149946808815, -7.502344669774175E-4, -0.015702031552791595, -0.03845079243183136, 0.02752682939171791, 0.0838630199432373, 0.05609780177474022, 0.056438855826854706, -0.06060775741934776, 0.0131605863571167, 0.00613623159006238, 0.04980181157588959, 0.027698596939444542, 0.014681156724691391, -0.029258757829666138, -0.04965011775493622, 0.05348290503025055, -0.01826731488108635, -0.010273979976773262, 0.03198492154479027, -0.02518128789961338, 0.006235557142645121, -0.03625791147351265, 0.02536706253886223, -0.012016578577458858, 0.033755142241716385, -0.034623339772224426, -0.01761627569794655, 0.019442804157733917, 0.07055909931659698, 0.15493984520435333, 0.07264076918363571, -0.030921898782253265, 0.005016598850488663, -0.024346409365534782, 0.10774382203817368, 0.10359237343072891, -0.04560258239507675, 0.03990962728857994, -0.08149905502796173, -0.0016264047008007765, -0.08666875213384628, -0.09076648950576782, -0.1508704274892807, -2.276105171006293E-8, -0.05255808308720589, 0.005922479089349508, 0.04989389702677727, 0.0353575274348259, 0.03864830732345581, 0.0031123727094382048, 0.0072214133106172085, -0.008059855550527573, 0.05286604166030884, 0.002041548490524292, -0.051504965871572495, 0.0030919043347239494, -0.13066986203193665, 0.03477877005934715, -0.0018842486897483468, -0.02386930026113987, -0.06129882112145424, 0.10426604002714157, 0.012629724107682705, -0.060267381370067596, 0.04123081639409065, 0.04906998947262764, -0.022610606625676155, -0.035217855125665665, 0.013280370272696018, 0.07318755239248276, -0.009513016790151596, 0.09924598038196564, -0.09260351210832596, -0.05056223273277283, -0.02480994164943695, 0.05914963036775589, -0.03361992910504341, -0.09952506422996521, 0.009083020500838757, 0.02158290334045887, -0.04138205572962761, 0.03235023096203804, -0.03142300993204117, -0.021509546786546707, -0.045265261083841324, -0.06758484989404678, 0.0021400877740234137, -0.001091346493922174, -0.0031089375261217356, -0.030620027333498, -0.009934834204614162, 0.03449203073978424, 0.024376554414629936, 0.028500892221927643, -0.058178626000881195, -0.07167194783687592, 0.0780446007847786, 0.020955078303813934, -0.03215547651052475, -0.04992581531405449, 0.014083610847592354, -0.06068282574415207, -0.028769386932253838, 0.01943439617753029, 0.09019413590431213, 0.0026299934834241867, -0.03697348013520241, -0.027199629694223404], _class=com.example.demo.model.Transaction}}
2025-08-29T00:00:57.216+05:30  INFO 8880 --- [frauddetector] [pool-2-thread-1] c.e.d.s.TransactionChangeStreamListener  : ? Performing vector search...
2025-08-29T00:00:57.249+05:30  INFO 8880 --- [frauddetector] [pool-2-thread-1] c.e.d.s.TransactionVectorSearchService   : similar transactions of user x
